# Sensor type: Respeck
# Activity type: Standing
# Activity code: 100
# Subject id: s1234567
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1631881999298,-0.17797852,-0.94195557,0.29364014,-0.1875,-0.46875,0.21875
1631881999345,-0.17895508,-0.93756104,0.2975464,0.140625,-0.234375,0.15625
1631881999375,-0.17553711,-0.9390259,0.28851318,-0.5625,0.03125,0.28125
1631881999418,-0.17504883,-0.93829346,0.2970581,-0.171875,-0.5625,-0.25
1631881999448,-0.18017578,-0.9356079,0.29315186,0.140625,-0.5625,0.328125
1631881999495,-0.18017578,-0.9458618,0.29803467,0.4375,0.140625,0.421875
1631881999538,-0.17651367,-0.9365845,0.29241943,0.984375,0.65625,0.859375
1631881999569,-0.17333984,-0.9439087,0.2946167,1.1875,-0.359375,0.5625
1631881999614,-0.18554688,-0.93927,0.29364014,-0.03125,-0.609375,-0.203125
1631881999660,-0.18383789,-0.93463135,0.2868042,-0.453125,-1.171875,-0.828125
1631881999689,-0.18017578,-0.9439087,0.29925537,0.78125,-0.484375,0.65625
1631881999734,-0.18481445,-0.9338989,0.28070068,-1.21875,-0.96875,-0.28125
1631881999779,-0.17822266,-0.9404907,0.3060913,-0.765625,-1.28125,0.0625
1631881999809,-0.18310547,-0.9397583,0.28656006,0.15625,-1.484375,0.3125
1631881999854,-0.18798828,-0.9434204,0.30218506,-0.6875,-1.40625,0.0
1631881999883,-0.18139648,-0.9378052,0.29266357,-0.421875,-0.34375,0.796875
1631881999928,-0.17260742,-0.94610596,0.2987671,-1.296875,-2.03125,0.765625
1631881999974,-0.17480469,-0.93170166,0.28485107,-1.9375,-0.953125,0.96875
1631882000048,-0.18310547,-0.93878174,0.29193115,-1.078125,-1.09375,0.5
1631882000051,-0.1772461,-0.9312134,0.29974365,-0.625,-0.65625,0.765625
1631882000094,-0.1809082,-0.9295044,0.2975464,0.46875,-0.78125,0.90625
1631882000124,-0.18017578,-0.94244385,0.29852295,0.09375,-1.078125,0.265625
1631882000168,-0.17749023,-0.9402466,0.2987671,-0.359375,-0.9375,0.46875
1631882000214,-0.18334961,-0.9390259,0.3065796,-0.78125,-0.046875,0.578125
1631882000243,-0.18017578,-0.9295044,0.3036499,-0.1875,-1.3125,0.234375
1631882000290,-0.17260742,-0.93170166,0.2987671,0.234375,-0.984375,0.484375
1631882000334,-0.18725586,-0.93634033,0.30584717,-0.234375,-0.546875,0.8125
1631882000363,-0.18115234,-0.9402466,0.30023193,-0.734375,-0.953125,0.453125
1631882000409,-0.18261719,-0.93951416,0.30340576,-0.90625,-0.96875,0.296875
1631882000439,-0.18188477,-0.93463135,0.30340576,-1.875,-1.390625,0.234375
1631882000498,-0.17529297,-0.93218994,0.3053589,-1.546875,-2.203125,-0.234375
1631882000528,-0.18676758,-0.93218994,0.31658936,-1.65625,-1.765625,0.359375
1631882000559,-0.18188477,-0.93341064,0.30999756,-0.765625,-1.78125,1.109375
1631882000603,-0.18457031,-0.9417114,0.30340576,-1.1875,-1.90625,-0.21875
1631882000649,-0.17749023,-0.9260864,0.32147217,0.171875,-0.6875,0.75
1631882000678,-0.1862793,-0.928772,0.30584717,-0.296875,-1.171875,0.578125
1631882000723,-0.18408203,-0.9360962,0.31365967,-0.390625,0.046875,1.34375
1631882000768,-0.19091797,-0.93707275,0.31414795,-1.78125,1.375,2.109375
1631882000798,-0.15551758,-0.9365845,0.31170654,-3.625,-0.015625,1.375
1631882000844,-0.17089844,-0.9192505,0.32073975,-1.546875,-1.171875,0.03125
1631882000875,-0.17456055,-0.9248657,0.3241577,0.015625,-1.25,0.453125
1631882000918,-0.16625977,-0.9380493,0.32440186,-0.75,-0.203125,1.171875
1631882000963,-0.17382812,-0.9273071,0.32391357,-0.109375,-1.0,0.859375
1631882001009,-0.16772461,-0.93341064,0.322937,-0.4375,-0.359375,1.109375
1631882001039,-0.17358398,-0.93463135,0.3234253,-0.09375,-1.515625,0.546875
1631882001084,-0.1694336,-0.9312134,0.32391357,-0.328125,-0.9375,0.78125
1631882001114,-0.16918945,-0.9241333,0.31707764,0.8125,-1.96875,0.765625
1631882001159,-0.1665039,-0.92510986,0.32855225,0.28125,-1.859375,0.34375
1631882001203,-0.17163086,-0.92633057,0.3204956,0.875,-1.171875,0.828125
1631882001234,-0.17041016,-0.93707275,0.3222046,0.59375,-0.65625,0.875
1631882001279,-0.17333984,-0.93096924,0.32122803,0.109375,0.3125,0.9375
1631882001323,-0.16748047,-0.92510986,0.3168335,-1.703125,1.265625,1.421875
1631882001354,-0.15722656,-0.9312134,0.3300171,-2.03125,2.6875,1.484375
1631882001398,-0.15307617,-0.91973877,0.30755615,-0.859375,-0.625,-0.109375
1631882001428,-0.17456055,-0.9402466,0.33807373,1.359375,-0.890625,0.171875
1631882001475,-0.16430664,-0.9216919,0.3209839,1.5,-1.640625,-0.296875
1631882001518,-0.17114258,-0.92559814,0.32489014,0.640625,0.0,0.71875
1631882001548,-0.16430664,-0.9273071,0.31756592,0.875,-1.25,0.125
1631882001594,-0.16186523,-0.93536377,0.3102417,-1.21875,-0.59375,0.421875
1631882001639,-0.16186523,-0.9307251,0.31829834,-2.90625,1.203125,0.75
1631882001669,-0.15112305,-0.9194946,0.31365967,-1.40625,-0.171875,-0.1875
1631882001715,-0.16967773,-0.9324341,0.33099365,0.203125,-1.578125,-0.234375
1631882001759,-0.16577148,-0.923645,0.32781982,-1.015625,-1.5,-0.296875
1631882001789,-0.15722656,-0.9229126,0.32391357,-0.046875,-1.09375,-0.546875
1631882001835,-0.1706543,-0.9295044,0.32855225,-0.015625,-0.828125,-0.328125
1631882001879,-0.16503906,-0.9265747,0.31536865,-0.359375,-0.546875,-0.125
1631882001909,-0.16918945,-0.9385376,0.32611084,-0.5,-0.296875,0.046875
1631882001954,-0.16845703,-0.9260864,0.32928467,0.453125,-1.078125,-0.375
1631882001984,-0.16699219,-0.92633057,0.33050537,1.375,-1.703125,-0.1875
1631882002029,-0.17382812,-0.93756104,0.32733154,2.078125,-1.828125,-0.734375
1631882002073,-0.17651367,-0.927063,0.32537842,0.328125,-0.53125,-0.484375
1631882002104,-0.16845703,-0.9324341,0.3319702,0.28125,-1.25,-0.59375
1631882002163,-0.17993164,-0.9209595,0.30999756,-0.4375,-1.65625,-1.125
1631882002194,-0.17504883,-0.92071533,0.33563232,0.828125,-0.71875,0.1875
1631882002238,-0.17382812,-0.92144775,0.3180542,0.203125,-0.984375,0.203125
1631882002268,-0.17993164,-0.9312134,0.32269287,0.203125,-0.3125,-0.03125
1631882002314,-0.17895508,-0.9390259,0.322937,-0.28125,-0.203125,0.046875
1631882002359,-0.171875,-0.9277954,0.32537842,-0.84375,-0.8125,-0.21875
1631882002389,-0.171875,-0.93341064,0.3270874,-1.859375,-0.5625,-0.328125
1631882002418,-0.18676758,-0.93292236,0.33587646,-1.46875,0.03125,0.234375
1631882002464,-0.17700195,-0.92803955,0.3287964,-0.390625,-0.015625,1.046875
1631882002509,-0.17553711,-0.9299927,0.32269287,0.09375,-2.578125,-0.609375
1631882002539,-0.17675781,-0.9265747,0.3295288,0.046875,-2.40625,-0.46875
1631882002584,-0.1875,-0.92022705,0.33441162,-0.046875,-1.53125,-0.203125
1631882002644,-0.18237305,-0.9319458,0.32977295,-0.59375,-1.796875,0.015625
1631882002659,-0.18701172,-0.92315674,0.32684326,0.796875,-1.5,-0.234375
1631882002704,-0.18774414,-0.93170166,0.3300171,0.0625,-0.71875,0.046875
1631882002748,-0.19067383,-0.9199829,0.32684326,0.453125,-0.765625,0.421875
1631882002778,-0.17504883,-0.923645,0.32318115,0.15625,-1.03125,-0.125
1631882002824,-0.18261719,-0.9248657,0.32366943,-0.390625,-1.375,-0.46875
1631882002898,-0.17358398,-0.9360962,0.3300171,0.421875,-0.515625,0.28125
1631882002900,-0.18676758,-0.9248657,0.32440186,-0.9375,-1.921875,-0.515625
1631882002944,-0.18017578,-0.92071533,0.34222412,-0.15625,-0.859375,0.578125
1631882002973,-0.18945312,-0.92852783,0.32781982,0.84375,-1.0625,0.28125
1631882003018,-0.19799805,-0.92681885,0.32781982,0.78125,-0.796875,0.390625
1631882003064,-0.18823242,-0.9194946,0.32562256,0.15625,-0.515625,0.65625
1631882003094,-0.17993164,-0.93292236,0.3234253,-0.734375,-0.078125,-0.3125
1631882003139,-0.19799805,-0.9234009,0.33270264,-0.375,-1.40625,-0.359375
1631882003184,-0.18774414,-0.92193604,0.32977295,0.59375,-0.578125,0.1875
1631882003214,-0.19116211,-0.9229126,0.3300171,0.328125,-0.265625,0.6875
1631882003259,-0.19165039,-0.925354,0.32855225,-0.296875,-0.4375,0.375
1631882003304,-0.18457031,-0.92559814,0.3295288,2.375,0.390625,0.4375
1631882003334,-0.1850586,-0.93096924,0.32928467,2.828125,0.5625,1.0
1631882003379,-0.18334961,-0.9248657,0.3143921,2.375,0.390625,0.859375
1631882003425,-0.17529297,-0.9338989,0.3180542,1.265625,0.265625,1.078125
1631882003469,-0.1784668,-0.925354,0.31707764,0.421875,-0.171875,0.609375
1631882003498,-0.17651367,-0.92926025,0.31585693,0.203125,0.015625,0.75
1631882003528,-0.18261719,-0.9260864,0.31878662,0.203125,-0.46875,0.359375
1631882003574,-0.17919922,-0.9307251,0.3078003,-0.703125,-0.078125,0.703125
1631882003618,-0.17675781,-0.9312134,0.33050537,0.75,-0.296875,0.4375
1631882003648,-0.17578125,-0.91729736,0.30145264,-0.34375,-0.9375,0.515625
1631882003695,-0.17822266,-0.93585205,0.33270264,-0.78125,-0.046875,0.578125
1631882003739,-0.17919922,-0.9282837,0.3222046,-0.09375,-0.9375,0.59375
1631882003769,-0.19018555,-0.9295044,0.3180542,0.3125,-0.328125,0.5625
1631882003828,-0.1743164,-0.9348755,0.31732178,0.140625,0.171875,0.078125
1631882003889,-0.17260742,-0.93951416,0.3258667,0.0,0.609375,0.296875
1631882003891,-0.16918945,-0.92681885,0.3078003,0.25,-1.046875,-0.125
1631882003934,-0.17456055,-0.9194946,0.31903076,0.484375,-0.46875,0.515625
1631882003978,-0.17504883,-0.9290161,0.31756592,0.578125,-1.09375,0.234375
1631882004009,-0.17407227,-0.9260864,0.32147217,0.5,-0.90625,0.328125
1631882004054,-0.16918945,-0.93463135,0.30999756,0.15625,-1.234375,0.015625
1631882004083,-0.17651367,-0.9302368,0.32196045,-0.28125,-0.78125,0.296875
1631882004144,-0.17211914,-0.9290161,0.31365967,0.515625,-1.1875,0.203125
1631882004189,-0.17504883,-0.9336548,0.31854248,0.4375,-0.9375,0.359375
1631882004203,-0.1772461,-0.9302368,0.31097412,0.328125,-0.953125,0.609375
1631882004248,-0.17407227,-0.93292236,0.31732178,0.296875,-1.296875,-0.234375
1631882004309,-0.17578125,-0.9368286,0.3163452,-0.546875,-0.34375,0.078125
1631882004324,-0.18481445,-0.9319458,0.31365967,0.453125,-0.984375,0.046875
1631882004384,-0.17700195,-0.93536377,0.3209839,-0.125,-0.3125,0.09375
1631882004414,-0.16845703,-0.9314575,0.30682373,0.1875,-1.09375,-0.28125
1631882004443,-0.1809082,-0.9368286,0.3295288,0.703125,-0.09375,0.328125
1631882004488,-0.17626953,-0.9204712,0.30145264,-1.0625,-0.859375,-0.203125
1631882004519,-0.1743164,-0.9260864,0.33416748,0.421875,-0.71875,0.515625
1631882004565,-0.17016602,-0.9295044,0.31072998,-0.515625,-0.796875,0.484375
1631882004609,-0.17993164,-0.9319458,0.31732178,-0.453125,-0.921875,0.40625
1631882004639,-0.1694336,-0.9241333,0.31463623,0.0,-1.203125,0.71875
1631882004698,-0.16577148,-0.93707275,0.31219482,-0.703125,-1.640625,1.046875
1631882004728,-0.17773438,-0.9260864,0.3163452,-1.28125,-1.140625,0.4375
1631882004759,-0.1796875,-0.9241333,0.32025146,0.09375,-1.859375,-0.171875
1631882004803,-0.17700195,-0.92681885,0.31707764,0.390625,-1.71875,0.171875
1631882004848,-0.17822266,-0.93878174,0.31732178,0.453125,-1.703125,0.0
1631882004878,-0.17993164,-0.92974854,0.32269287,-0.796875,-0.9375,0.1875
1631882004923,-0.17358398,-0.9312134,0.32269287,-0.9375,-0.78125,0.0
1631882004968,-0.18237305,-0.93170166,0.32269287,0.296875,-1.4375,0.75
1631882004998,-0.18432617,-0.9343872,0.33026123,-0.96875,-1.296875,0.125
1631882005044,-0.18847656,-0.9246216,0.32269287,0.484375,-1.921875,-0.125
1631882005104,-0.1772461,-0.93292236,0.3163452,0.0625,-1.359375,0.203125
1631882005119,-0.1940918,-0.9319458,0.3319702,0.921875,-0.84375,0.328125
1631882005163,-0.17700195,-0.92803955,0.32073975,-0.09375,0.015625,0.484375
1631882005208,-0.1743164,-0.93414307,0.31219482,-0.1875,-0.59375,0.5625
1631882005240,-0.18432617,-0.92974854,0.3312378,0.375,-0.21875,0.5
1631882005284,-0.17211914,-0.92388916,0.31048584,0.59375,-0.515625,0.984375
1631882005314,-0.1850586,-0.9451294,0.32611084,-0.3125,0.34375,1.1875
1631882005359,-0.16845703,-0.9282837,0.32025146,1.546875,-1.28125,-0.15625
1631882005403,-0.18115234,-0.92755127,0.31756592,-0.03125,-0.515625,0.984375
1631882005434,-0.17797852,-0.93707275,0.31585693,0.140625,-0.28125,0.6875
1631882005478,-0.17041016,-0.9414673,0.31463623,-0.578125,-0.453125,0.703125
1631882005509,-0.17114258,-0.92633057,0.31463623,-0.4375,-0.703125,0.015625
1631882005554,-0.18383789,-0.92071533,0.3217163,0.921875,-0.578125,0.765625
1631882005614,-0.17797852,-0.925354,0.31585693,0.890625,0.203125,2.21875
1631882005628,-0.16821289,-0.94732666,0.32318115,-1.34375,-0.21875,-0.15625
1631882005689,-0.16845703,-0.92266846,0.3114624,-1.328125,-0.828125,-0.46875
1631882005718,-0.16772461,-0.928772,0.32659912,-1.046875,-0.703125,-0.328125
1631882005748,-0.17602539,-0.92559814,0.3217163,-0.21875,-0.65625,0.171875
1631882005794,-0.17163086,-0.92852783,0.32611084,-0.328125,-1.15625,0.234375
1631882005839,-0.17822266,-0.9182739,0.32196045,0.140625,-0.59375,0.59375
1631882005868,-0.17358398,-0.9314575,0.32025146,0.6875,-0.84375,0.796875
1631882005913,-0.15722656,-0.9402466,0.30999756,0.015625,-0.21875,-0.21875
1631882005959,-0.18457031,-0.9248657,0.31658936,-0.140625,-0.328125,-0.4375
1631882005989,-0.17285156,-0.91973877,0.3300171,0.25,-1.046875,0.15625
1631882006034,-0.16235352,-0.9299927,0.30633545,-0.90625,-1.484375,-0.4375
1631882006064,-0.1821289,-0.9273071,0.3295288,0.234375,-0.53125,0.796875
1631882006109,-0.16479492,-0.928772,0.3143921,-0.125,-1.1875,-0.015625
1631882006154,-0.18237305,-0.9302368,0.31463623,-0.03125,-0.8125,-0.234375
1631882006184,-0.17480469,-0.93096924,0.3300171,-0.578125,-0.578125,0.03125
1631882006229,-0.16381836,-0.92633057,0.32537842,-1.734375,-0.5625,-0.1875
1631882006274,-0.17285156,-0.928772,0.32269287,-1.140625,-2.0,-0.65625
1631882006304,-0.17749023,-0.92681885,0.3270874,-0.71875,-1.234375,-0.578125
1631882006348,-0.18139648,-0.9241333,0.32855225,0.09375,-1.84375,-0.046875
1631882006393,-0.1784668,-0.9248657,0.322937,-0.859375,-0.984375,0.0625
1631882006438,-0.1899414,-0.9209595,0.3307495,-0.21875,-1.28125,-0.296875
1631882006468,-0.17480469,-0.92559814,0.3283081,-0.59375,-1.53125,-0.828125
1631882006498,-0.18603516,-0.9170532,0.32562256,-0.375,-1.8125,-1.234375
1631882006544,-0.18652344,-0.9209595,0.33270264,-0.1875,-0.875,-0.71875
1631882006589,-0.18579102,-0.9277954,0.32928467,-0.578125,-0.484375,-0.515625
1631882006618,-0.18261719,-0.9180298,0.3241577,-0.0625,-1.328125,-0.75
1631882006664,-0.18774414,-0.92437744,0.338562,0.125,-1.4375,-1.4375
1631882006709,-0.1887207,-0.92852783,0.32855225,-0.4375,-0.671875,-0.421875
1631882006739,-0.19824219,-0.9209595,0.32855225,-1.0,-1.546875,-0.921875
1631882006784,-0.19702148,-0.92022705,0.3378296,-0.53125,-0.9375,-0.03125
1631882006844,-0.2019043,-0.91778564,0.3319702,-0.203125,-1.03125,0.40625
1631882006859,-0.19116211,-0.9302368,0.32757568,-1.515625,0.203125,0.5
1631882006904,-0.18774414,-0.9258423,0.33465576,-1.671875,0.625,1.09375
1631882006949,-0.19067383,-0.9209595,0.3378296,-0.5,-1.953125,-0.84375
1631882006978,-0.20141602,-0.9060669,0.3336792,-0.140625,-2.28125,-0.484375
1631882007024,-0.2019043,-0.92926025,0.3390503,-0.21875,-1.578125,0.296875
1631882007054,-0.19458008,-0.9258423,0.3348999,-0.5625,-0.90625,0.40625
1631882007098,-0.19189453,-0.9138794,0.3361206,-0.203125,-1.625,-0.390625
1631882007144,-0.1928711,-0.925354,0.34124756,-0.6875,0.234375,0.5
1631882007175,-0.19555664,-0.92144775,0.34197998,-0.265625,-0.8125,0.09375
1631882007218,-0.19799805,-0.9143677,0.33514404,0.1875,-0.75,0.46875
1631882007264,-0.1899414,-0.9277954,0.33880615,-0.390625,-0.34375,0.390625
1631882007294,-0.1928711,-0.9138794,0.3378296,0.03125,-0.296875,0.84375
1631882007340,-0.18896484,-0.9299927,0.3475952,-0.125,-0.25,-0.625
1631882007384,-0.19091797,-0.91729736,0.3361206,0.015625,-1.125,0.109375
1631882007415,-0.20019531,-0.9194946,0.34246826,-1.40625,-0.015625,0.421875
1631882007459,-0.19067383,-0.91851807,0.33587646,0.234375,-1.0,0.203125
1631882007504,-0.19360352,-0.9180298,0.32635498,0.453125,-0.71875,0.65625
1631882007534,-0.1899414,-0.91778564,0.33636475,0.03125,-0.328125,0.5625
1631882007578,-0.1784668,-0.9199829,0.3397827,0.078125,-0.53125,0.0
1631882007608,-0.19384766,-0.92022705,0.33514404,-0.796875,-0.59375,0.28125
1631882007654,-0.19848633,-0.9089966,0.35272217,0.203125,-1.296875,0.296875
1631882007698,-0.19555664,-0.9273071,0.34344482,0.375,-1.078125,0.734375
1631882007729,-0.19824219,-0.91973877,0.33514404,0.96875,-0.84375,0.28125
1631882007774,-0.1850586,-0.9209595,0.3390503,0.078125,0.015625,-0.0625
1631882007819,-0.18823242,-0.913147,0.3522339,-0.140625,0.296875,-0.03125
1631882007848,-0.19116211,-0.91851807,0.33416748,0.484375,-0.625,-0.578125
1631882007894,-0.19458008,-0.9204712,0.34173584,0.4375,-0.109375,0.171875
1631882007939,-0.18603516,-0.92193604,0.33636475,0.515625,-1.078125,0.109375
1631882007969,-0.19750977,-0.9187622,0.3373413,0.625,-1.359375,0.640625
1631882008014,-0.1953125,-0.92144775,0.3414917,0.984375,-1.25,0.03125
1631882008045,-0.19262695,-0.9260864,0.33929443,0.96875,-1.3125,0.609375
1631882008089,-0.19116211,-0.92926025,0.3348999,-0.546875,-0.53125,0.296875
1631882008134,-0.1887207,-0.91119385,0.33880615,0.90625,-1.09375,0.3125
1631882008164,-0.19189453,-0.9192505,0.33026123,0.828125,-0.96875,0.734375
